Provincia;Concello;Parroquia;Lugar;
LUGO;FRIOL;Roimil (San Xiao);Campo da Feira, O;
LUGO;FRIOL;Roimil (San Xiao);Currás;
LUGO;FRIOL;Roimil (San Xiao);Gudín de Abaixo;
LUGO;FRIOL;Roimil (San Xiao);Gudín de Arriba;
LUGO;FRIOL;Roimil (San Xiao);Pazo, O;
LUGO;FRIOL;Roimil (San Xiao);Penagateira, A;
LUGO;FRIOL;Roimil (San Xiao);Piñeiro, O;
LUGO;FRIOL;San Cibrao da Pregación (San Cibrao);Fontedelo;
LUGO;FRIOL;San Cibrao da Pregación (San Cibrao);Recarei;
LUGO;FRIOL;San Cibrao da Pregación (San Cibrao);San Cibrao;
LUGO;FRIOL;San Cibrao da Pregación (San Cibrao);Vilar, O;
LUGO;FRIOL;San Martiño de Condes (San Martiño);Abeledo;
LUGO;FRIOL;San Martiño de Condes (San Martiño);Aciveiro, O;
LUGO;FRIOL;San Martiño de Condes (San Martiño);Arriba;
LUGO;FRIOL;San Martiño de Condes (San Martiño);Arxerei;
LUGO;FRIOL;San Martiño de Condes (San Martiño);Bustelo;
LUGO;FRIOL;San Martiño de Condes (San Martiño);Cancela, A;
LUGO;FRIOL;San Martiño de Condes (San Martiño);Casas do Monte, As;
LUGO;FRIOL;San Martiño de Condes (San Martiño);Castro, O;
LUGO;FRIOL;San Martiño de Condes (San Martiño);Devesa, A;
LUGO;FRIOL;San Martiño de Condes (San Martiño);Fondoso, O;
LUGO;FRIOL;San Martiño de Condes (San Martiño);Fonte do Can, A;
LUGO;FRIOL;San Martiño de Condes (San Martiño);Fornelos, Os;
LUGO;FRIOL;San Martiño de Condes (San Martiño);Foxaco;
LUGO;FRIOL;San Martiño de Condes (San Martiño);Hedreira, A;
LUGO;FRIOL;San Martiño de Condes (San Martiño);Macedo;
LUGO;FRIOL;San Martiño de Condes (San Martiño);Pardellas, As;
LUGO;FRIOL;San Martiño de Condes (San Martiño);Picha, A;
LUGO;FRIOL;San Martiño de Condes (San Martiño);Quintiá;
LUGO;FRIOL;San Martiño de Condes (San Martiño);Racamonde;
LUGO;FRIOL;San Martiño de Condes (San Martiño);Rodo do Muíño, O;
LUGO;FRIOL;San Martiño de Condes (San Martiño);San Martiño de Condes;
LUGO;FRIOL;San Martiño de Condes (San Martiño);Santa Eufemia;
LUGO;FRIOL;San Martiño de Condes (San Martiño);Torre, A;
LUGO;FRIOL;San Martiño de Condes (San Martiño);Ximondriz;
LUGO;FRIOL;San Martiño de Condes (San Martiño);Xul;
LUGO;FRIOL;San Martiño de Condes (San Martiño);Xulacasa;
LUGO;FRIOL;Santalla de Devesa (Santalla);Armada;
LUGO;FRIOL;Santalla de Devesa (Santalla);Casas de Covas, As;
LUGO;FRIOL;Santalla de Devesa (Santalla);Casas do Cego, As;
LUGO;FRIOL;Santalla de Devesa (Santalla);Curral de Abaixo, O;
LUGO;FRIOL;Santalla de Devesa (Santalla);Pedrouzos, Os;
LUGO;FRIOL;Santalla de Devesa (Santalla);Sisto, O;
LUGO;FRIOL;Santalla de Devesa (Santalla);Toar;
LUGO;FRIOL;Santalla de Devesa (Santalla);Vilapedre;
LUGO;FRIOL;Santalla de Devesa (Santalla);Vixía, A;
LUGO;FRIOL;Seixón (San Paio);Abelaira, A;
LUGO;FRIOL;Seixón (San Paio);Cela;
LUGO;FRIOL;Seixón (San Paio);Pedranegra, A;
LUGO;FRIOL;Seixón (San Paio);Seixón de Abaixo;
LUGO;FRIOL;Seixón (San Paio);Seixón de Arriba;
LUGO;FRIOL;Seixón (San Paio);Sucampo;
LUGO;FRIOL;Seixón (San Paio);Vilar, O;
LUGO;FRIOL;Seoane da Pregación (San Xoán);Escaravella, A;
LUGO;FRIOL;Seoane da Pregación (San Xoán);Mundín;
LUGO;FRIOL;Seoane da Pregación (San Xoán);Pedroso, O;
LUGO;FRIOL;Seoane da Pregación (San Xoán);Seoane;
LUGO;FRIOL;Seoane da Pregación (San Xoán);Tralacorda;
LUGO;FRIOL;Serén (Santa Cruz);Casanova, A;
LUGO;FRIOL;Serén (Santa Cruz);Ferreira, A;
LUGO;FRIOL;Serén (Santa Cruz);Serén;
LUGO;FRIOL;Silvela (Santa María);Busto;
LUGO;FRIOL;Silvela (Santa María);Campelo;
LUGO;FRIOL;Silvela (Santa María);Cango, O;
LUGO;FRIOL;Silvela (Santa María);Carrelos, Os;
LUGO;FRIOL;Silvela (Santa María);Cibreiro, O;
LUGO;FRIOL;Silvela (Santa María);Corteporcos;
LUGO;FRIOL;Silvela (Santa María);Covariza, A;
LUGO;FRIOL;Silvela (Santa María);Eirexe, A;
LUGO;FRIOL;Silvela (Santa María);Espiño, O;
LUGO;FRIOL;Silvela (Santa María);Marcela, A;
LUGO;FRIOL;Silvela (Santa María);Pallota, A;
LUGO;FRIOL;Silvela (Santa María);Pardiñeiro, O;
LUGO;FRIOL;Silvela (Santa María);Pedramaior;
LUGO;FRIOL;Silvela (Santa María);Petas, As;
LUGO;FRIOL;Silvela (Santa María);Reción;
LUGO;FRIOL;Silvela (Santa María);Silvela;
LUGO;FRIOL;Trasmonte (Santiago);Bouzaboa de Abaixo, A;
LUGO;FRIOL;Trasmonte (Santiago);Bouzaboa, A;
LUGO;FRIOL;Trasmonte (Santiago);Calle, A;
LUGO;FRIOL;Trasmonte (Santiago);Curral, O;
LUGO;FRIOL;Trasmonte (Santiago);Devesa, A;
LUGO;FRIOL;Trasmonte (Santiago);Estanque, O;
LUGO;FRIOL;Trasmonte (Santiago);Fontao, O;
LUGO;FRIOL;Trasmonte (Santiago);Mosqueiros, Os;
LUGO;FRIOL;Trasmonte (Santiago);Muraza, A;
LUGO;FRIOL;Trasmonte (Santiago);Pazo, O;
LUGO;FRIOL;Trasmonte (Santiago);Pena, A;
LUGO;FRIOL;Trasmonte (Santiago);Ramada, A;
LUGO;FRIOL;Trasmonte (Santiago);Rocha, A;
LUGO;FRIOL;Trasmonte (Santiago);Vilariño;
LUGO;FRIOL;Trasmonte (Santiago);Vilarmende;
LUGO;FRIOL;Vilafiz (Santa María);Acevedo;
LUGO;FRIOL;Vilafiz (Santa María);Folgueira, A;
LUGO;FRIOL;Vilafiz (Santa María);Fondemera;
LUGO;FRIOL;Vilafiz (Santa María);Gonce;
LUGO;FRIOL;Vilafiz (Santa María);Laxes, As;
LUGO;FRIOL;Vilafiz (Santa María);Outeiro, O;
LUGO;FRIOL;Vilafiz (Santa María);Rebordelo;
LUGO;FRIOL;Vilafiz (Santa María);Remesil;
LUGO;FRIOL;Vilafiz (Santa María);Romá;
LUGO;FRIOL;Vilafiz (Santa María);Vilafiz;
LUGO;FRIOL;Vilalvite (San Pedro);Bedús;
LUGO;FRIOL;Vilalvite (San Pedro);Camoiras, As;
LUGO;FRIOL;Vilalvite (San Pedro);Carballal;
LUGO;FRIOL;Vilalvite (San Pedro);Castrodá;
LUGO;FRIOL;Vilalvite (San Pedro);Cerracín;
LUGO;FRIOL;Vilalvite (San Pedro);Corra;
LUGO;FRIOL;Vilalvite (San Pedro);Donas, As;
LUGO;FRIOL;Vilalvite (San Pedro);Ferrerías, As;
LUGO;FRIOL;Vilalvite (San Pedro);Penalonga, A;
LUGO;FRIOL;Vilalvite (San Pedro);Penelas, As;
LUGO;FRIOL;Vilalvite (San Pedro);Rebolo, O;
LUGO;FRIOL;Vilalvite (San Pedro);Retorta, A;
LUGO;FRIOL;Vilalvite (San Pedro);Santa Marta;
LUGO;FRIOL;Vilalvite (San Pedro);Sobrado, O;
LUGO;FRIOL;Vilalvite (San Pedro);Vento, O;
LUGO;FRIOL;Xiá (Santa María);Abeledo, O;
LUGO;FRIOL;Xiá (Santa María);Ascariz;
LUGO;FRIOL;Xiá (Santa María);Bagulla, A;
LUGO;FRIOL;Xiá (Santa María);Bertamil;
LUGO;FRIOL;Xiá (Santa María);Carballeira, A;
LUGO;FRIOL;Xiá (Santa María);Casanova, A;
LUGO;FRIOL;Xiá (Santa María);Casantalla;
LUGO;FRIOL;Xiá (Santa María);Casferro;
LUGO;FRIOL;Xiá (Santa María);Caspardo;
LUGO;FRIOL;Xiá (Santa María);Casroque;
LUGO;FRIOL;Xiá (Santa María);Castorres;
LUGO;FRIOL;Xiá (Santa María);Castronela, A;
LUGO;FRIOL;Xiá (Santa María);Corno do Boi;
LUGO;FRIOL;Xiá (Santa María);Currás;
LUGO;FRIOL;Xiá (Santa María);Eirexe, A;
LUGO;FRIOL;Xiá (Santa María);Enxeito, O;
LUGO;FRIOL;Xiá (Santa María);Escorial, O;
LUGO;FRIOL;Xiá (Santa María);Folgar, O;
LUGO;FRIOL;Xiá (Santa María);Fonteseca;
LUGO;FRIOL;Xiá (Santa María);Foxo, O;
LUGO;FRIOL;Xiá (Santa María);Foxón, O;
LUGO;FRIOL;Xiá (Santa María);Freixido, O;
LUGO;FRIOL;Xiá (Santa María);Lousado, O;
LUGO;FRIOL;Xiá (Santa María);Luz, A;
LUGO;FRIOL;Xiá (Santa María);Ordóñez;
LUGO;FRIOL;Xiá (Santa María);Outeiro, O;
LUGO;FRIOL;Xiá (Santa María);Pallota, A;
LUGO;FRIOL;Xiá (Santa María);Peteta, A;
LUGO;FRIOL;Xiá (Santa María);Pontexiá, A;
LUGO;FRIOL;Xiá (Santa María);Portadornas;
LUGO;FRIOL;Xiá (Santa María);Portalamoso;
LUGO;FRIOL;Xiá (Santa María);Pousada;
LUGO;FRIOL;Xiá (Santa María);Pozas, As;
LUGO;FRIOL;Xiá (Santa María);Rétede;
LUGO;FRIOL;Xiá (Santa María);San Paio;
LUGO;FRIOL;Xiá (Santa María);Sisto;
LUGO;FRIOL;Xiá (Santa María);Suouteiro;
LUGO;FRIOL;Xiá (Santa María);Torre da Luz, A;
LUGO;FRIOL;Xiá (Santa María);Toxo, O;
LUGO;FRIOL;Xiá (Santa María);Vilar, O;
LUGO;FRIOL;Xiá (Santa María);Xesteira, A;
LUGO;FRIOL;Xiá (Santa María);Xiá;
OURENSE;GOMESENDE;Guía, A (Santa María);Abelida, A;
OURENSE;GOMESENDE;Guía, A (Santa María);Casal, O;
OURENSE;GOMESENDE;Guía, A (Santa María);Cortiñas, As;
OURENSE;GOMESENDE;Guía, A (Santa María);Curro, O;
OURENSE;GOMESENDE;Guía, A (Santa María);Folón, O;
OURENSE;GOMESENDE;Guía, A (Santa María);Meixueiro, O;
OURENSE;GOMESENDE;Guía, A (Santa María);Outeiro da Guía;
OURENSE;GOMESENDE;Guía, A (Santa María);Regadas, As;
OURENSE;GOMESENDE;Guía, A (Santa María);Reguenga;
OURENSE;GOMESENDE;Guía, A (Santa María);San Paio;
OURENSE;GOMESENDE;Guía, A (Santa María);Souto, O;
OURENSE;GOMESENDE;Guía, A (Santa María);Travesa, A;
OURENSE;GOMESENDE;Pao, O (Santa María);Abellás;
OURENSE;GOMESENDE;Pao, O (Santa María);Balteiro;
OURENSE;GOMESENDE;Pao, O (Santa María);Buíñas;
OURENSE;GOMESENDE;Pao, O (Santa María);Cachopos, Os;
OURENSE;GOMESENDE;Pao, O (Santa María);Cimadevila;
OURENSE;GOMESENDE;Pao, O (Santa María);Cortiñal;
OURENSE;GOMESENDE;Pao, O (Santa María);Couto;
OURENSE;GOMESENDE;Pao, O (Santa María);Feardos;
OURENSE;GOMESENDE;Pao, O (Santa María);Gomesende;
OURENSE;GOMESENDE;Pao, O (Santa María);Guielas;
OURENSE;GOMESENDE;Pao, O (Santa María);Lamaboa;
OURENSE;GOMESENDE;Pao, O (Santa María);Louredo;
OURENSE;GOMESENDE;Pao, O (Santa María);Mariz;
OURENSE;GOMESENDE;Pao, O (Santa María);Matamá;
OURENSE;GOMESENDE;Pao, O (Santa María);Moreiras;
OURENSE;GOMESENDE;Pao, O (Santa María);Noval, O;
OURENSE;GOMESENDE;Pao, O (Santa María);Pao, O;
OURENSE;GOMESENDE;Pao, O (Santa María);Paredes do Pao;
OURENSE;GOMESENDE;Pao, O (Santa María);Penamá;
OURENSE;GOMESENDE;Pao, O (Santa María);Pombiña, A;
OURENSE;GOMESENDE;Pao, O (Santa María);Souto do Bispo;
OURENSE;GOMESENDE;Pao, O (Santa María);Val de Feardos;
OURENSE;GOMESENDE;Pao, O (Santa María);Viñal;
OURENSE;GOMESENDE;Penosiños (San Salvador);Fontebranca;
OURENSE;GOMESENDE;Poulo (San Pedro);Carballeiras, As;
OURENSE;GOMESENDE;Poulo (San Pedro);Casal, O;
OURENSE;GOMESENDE;Poulo (San Pedro);Cerdal;
OURENSE;GOMESENDE;Poulo (San Pedro);Chaos, Os;
OURENSE;GOMESENDE;Poulo (San Pedro);Dorno, O;
OURENSE;GOMESENDE;Poulo (San Pedro);Paredes;
OURENSE;GOMESENDE;Poulo (San Pedro);Sobrado;
OURENSE;GOMESENDE;Poulo (San Pedro);Tixosa;
OURENSE;GOMESENDE;San Lourenzo de Fustáns (San Lourenzo);Agrufeixe;
OURENSE;GOMESENDE;San Lourenzo de Fustáns (San Lourenzo);Barreiras, As;
OURENSE;GOMESENDE;San Lourenzo de Fustáns (San Lourenzo);Casaldrigo;
OURENSE;GOMESENDE;San Lourenzo de Fustáns (San Lourenzo);Casanova, A;
OURENSE;GOMESENDE;San Lourenzo de Fustáns (San Lourenzo);Cimadevila;
OURENSE;GOMESENDE;San Lourenzo de Fustáns (San Lourenzo);Dornelas;
OURENSE;GOMESENDE;San Lourenzo de Fustáns (San Lourenzo);Fustáns;
OURENSE;GOMESENDE;San Lourenzo de Fustáns (San Lourenzo);Garabelos;
OURENSE;GOMESENDE;San Lourenzo de Fustáns (San Lourenzo);Granxa, A;
OURENSE;GOMESENDE;San Lourenzo de Fustáns (San Lourenzo);Legumieira, A;
OURENSE;GOMESENDE;San Lourenzo de Fustáns (San Lourenzo);Ocella, A;
OURENSE;GOMESENDE;San Lourenzo de Fustáns (San Lourenzo);Outeiriños, Os;
OURENSE;GOMESENDE;San Lourenzo de Fustáns (San Lourenzo);Redondallo;
OURENSE;GOMESENDE;San Lourenzo de Fustáns (San Lourenzo);Regas, As;
OURENSE;GOMESENDE;San Lourenzo de Fustáns (San Lourenzo);Trigueira, A;
OURENSE;GOMESENDE;San Lourenzo de Fustáns (San Lourenzo);Veiga, A;
OURENSE;GOMESENDE;San Lourenzo de Fustáns (San Lourenzo);Vilacova;
OURENSE;GOMESENDE;Val, O (Santa María);Arnoia Seca;
OURENSE;GOMESENDE;Val, O (Santa María);Cimadevila;
OURENSE;GOMESENDE;Val, O (Santa María);Freiría, A;
OURENSE;GOMESENDE;Val, O (Santa María);Levada, A;
OURENSE;GOMESENDE;Val, O (Santa María);Val, O;
OURENSE;GOMESENDE;Val, O (Santa María);Vergazas;
OURENSE;GOMESENDE;Val, O (Santa María);Viso, O;
PONTEVEDRA;GONDOMAR;Borreiros (San Martiño);Aciquelo, O;
PONTEVEDRA;GONDOMAR;Borreiros (San Martiño);Bandeira, A;
PONTEVEDRA;GONDOMAR;Borreiros (San Martiño);Borreiros;
PONTEVEDRA;GONDOMAR;Borreiros (San Martiño);Boucelos, Os;
PONTEVEDRA;GONDOMAR;Borreiros (San Martiño);Burgovedro, O;
PONTEVEDRA;GONDOMAR;Borreiros (San Martiño);Cabaleiros;
PONTEVEDRA;GONDOMAR;Borreiros (San Martiño);Castro, O;
PONTEVEDRA;GONDOMAR;Borreiros (San Martiño);Cruceiro, O;
PONTEVEDRA;GONDOMAR;Borreiros (San Martiño);Esparadela, A;
PONTEVEDRA;GONDOMAR;Borreiros (San Martiño);Estrada, A;
PONTEVEDRA;GONDOMAR;Borreiros (San Martiño);Guntín;
PONTEVEDRA;GONDOMAR;Borreiros (San Martiño);Lousado, O;
PONTEVEDRA;GONDOMAR;Borreiros (San Martiño);Monteiro, O;
PONTEVEDRA;GONDOMAR;Borreiros (San Martiño);Oliveira, A;
PONTEVEDRA;GONDOMAR;Borreiros (San Martiño);Regadas, As;
PONTEVEDRA;GONDOMAR;Borreiros (San Martiño);San Martiño;
PONTEVEDRA;GONDOMAR;Borreiros (San Martiño);Seixo, O;
PONTEVEDRA;GONDOMAR;Borreiros (San Martiño);Telleiro, O;
PONTEVEDRA;GONDOMAR;Borreiros (San Martiño);Tomada, A;
PONTEVEDRA;GONDOMAR;Borreiros (San Martiño);Valada, A;
PONTEVEDRA;GONDOMAR;Borreiros (San Martiño);Viso de Calvos;
PONTEVEDRA;GONDOMAR;Borreiros (San Martiño);Xunqueira, A;
PONTEVEDRA;GONDOMAR;Chaín (Santa María);Castelo, O;
PONTEVEDRA;GONDOMAR;Chaín (Santa María);Fouco, O;
PONTEVEDRA;GONDOMAR;Chaín (Santa María);Igrexa, A;
PONTEVEDRA;GONDOMAR;Chaín (Santa María);Loureiro, O;
PONTEVEDRA;GONDOMAR;Chaín (Santa María);Mourisca, A;
PONTEVEDRA;GONDOMAR;Chaín (Santa María);Paraboa;
PONTEVEDRA;GONDOMAR;Chaín (Santa María);Pedrouco, O;
PONTEVEDRA;GONDOMAR;Chaín (Santa María);Pintor;
PONTEVEDRA;GONDOMAR;Chaín (Santa María);Regodagua;
PONTEVEDRA;GONDOMAR;Chaín (Santa María);Sapa;
PONTEVEDRA;GONDOMAR;Chaín (Santa María);Torre, A;
PONTEVEDRA;GONDOMAR;Couso (San Cristovo);Bandeiriñas, As;
PONTEVEDRA;GONDOMAR;Couso (San Cristovo);Bastida, A;
PONTEVEDRA;GONDOMAR;Couso (San Cristovo);Boucía, A;
PONTEVEDRA;GONDOMAR;Couso (San Cristovo);Feira, A;
PONTEVEDRA;GONDOMAR;Couso (San Cristovo);Fonteiriñas, As;
PONTEVEDRA;GONDOMAR;Couso (San Cristovo);Fontiña, A;
PONTEVEDRA;GONDOMAR;Couso (San Cristovo);Fraga, A;
PONTEVEDRA;GONDOMAR;Couso (San Cristovo);Laxes, As;
PONTEVEDRA;GONDOMAR;Couso (San Cristovo);Lugar, O;
PONTEVEDRA;GONDOMAR;Couso (San Cristovo);Pedreira, A;
PONTEVEDRA;GONDOMAR;Couso (San Cristovo);Portela, A;
PONTEVEDRA;GONDOMAR;Couso (San Cristovo);Retorta, A;
PONTEVEDRA;GONDOMAR;Couso (San Cristovo);Terra do Rei, A;
PONTEVEDRA;GONDOMAR;Couso (San Cristovo);Torre, A;
PONTEVEDRA;GONDOMAR;Couso (San Cristovo);Vacarías, As;
PONTEVEDRA;GONDOMAR;Donas (Santa Baia);Abrollido;
PONTEVEDRA;GONDOMAR;Donas (Santa Baia);Alcóucer, O;
PONTEVEDRA;GONDOMAR;Donas (Santa Baia);Areosa, A;
PONTEVEDRA;GONDOMAR;Donas (Santa Baia);Barcalla, A;
PONTEVEDRA;GONDOMAR;Donas (Santa Baia);Barga, A;
PONTEVEDRA;GONDOMAR;Donas (Santa Baia);Barreiras, As;
PONTEVEDRA;GONDOMAR;Donas (Santa Baia);Cruceiro, O;
PONTEVEDRA;GONDOMAR;Donas (Santa Baia);Estrada, A;
PONTEVEDRA;GONDOMAR;Donas (Santa Baia);Estripeiro, O;
PONTEVEDRA;GONDOMAR;Donas (Santa Baia);Meixón, O;
PONTEVEDRA;GONDOMAR;Donas (Santa Baia);Miranda, A;
PONTEVEDRA;GONDOMAR;Donas (Santa Baia);Mosteiro, O;
PONTEVEDRA;GONDOMAR;Donas (Santa Baia);Nogueira, A;
PONTEVEDRA;GONDOMAR;Donas (Santa Baia);Pereiro, O;
PONTEVEDRA;GONDOMAR;Donas (Santa Baia);San Cibrán;
PONTEVEDRA;GONDOMAR;Donas (Santa Baia);Sermán;
PONTEVEDRA;GONDOMAR;Donas (Santa Baia);Sobreiro, O;
PONTEVEDRA;GONDOMAR;Donas (Santa Baia);Souto, O;
PONTEVEDRA;GONDOMAR;Donas (Santa Baia);Telleiro, O;
PONTEVEDRA;GONDOMAR;Gondomar (San Bieito);Abelar, O;
PONTEVEDRA;GONDOMAR;Gondomar (San Bieito);Ameixeira, A;
PONTEVEDRA;GONDOMAR;Gondomar (San Bieito);Antime;
PONTEVEDRA;GONDOMAR;Gondomar (San Bieito);Áspera, A;
PONTEVEDRA;GONDOMAR;Gondomar (San Bieito);Bade;
PONTEVEDRA;GONDOMAR;Gondomar (San Bieito);Bravo, O;
PONTEVEDRA;GONDOMAR;Gondomar (San Bieito);Caxide;
PONTEVEDRA;GONDOMAR;Gondomar (San Bieito);Cotro, O;
PONTEVEDRA;GONDOMAR;Gondomar (San Bieito);Estrada, A;
PONTEVEDRA;GONDOMAR;Gondomar (San Bieito);Gondomar;
PONTEVEDRA;GONDOMAR;Gondomar (San Bieito);Martín;
PONTEVEDRA;GONDOMAR;Gondomar (San Bieito);Meáns, As;
PONTEVEDRA;GONDOMAR;Gondomar (San Bieito);Picoto, O;
PONTEVEDRA;GONDOMAR;Gondomar (San Bieito);Randufe;
PONTEVEDRA;GONDOMAR;Gondomar (San Bieito);Raposeira, A;
PONTEVEDRA;GONDOMAR;Gondomar (San Bieito);Rasas;
PONTEVEDRA;GONDOMAR;Gondomar (San Bieito);Ripote;
PONTEVEDRA;GONDOMAR;Gondomar (San Bieito);Sequeirós;
PONTEVEDRA;GONDOMAR;Gondomar (San Bieito);Toucido;
PONTEVEDRA;GONDOMAR;Mañufe (San Vicente);Barco, O;
PONTEVEDRA;GONDOMAR;Mañufe (San Vicente);Campo das Bestas, O;
PONTEVEDRA;GONDOMAR;Mañufe (San Vicente);Costa, A;
PONTEVEDRA;GONDOMAR;Mañufe (San Vicente);Cristillón;
PONTEVEDRA;GONDOMAR;Mañufe (San Vicente);Cruz, A;
PONTEVEDRA;GONDOMAR;Mañufe (San Vicente);Fontán;
PONTEVEDRA;GONDOMAR;Mañufe (San Vicente);Galisteo;
PONTEVEDRA;GONDOMAR;Mañufe (San Vicente);Goldra, A;
PONTEVEDRA;GONDOMAR;Mañufe (San Vicente);Lameiro, O;
PONTEVEDRA;GONDOMAR;Mañufe (San Vicente);Moreira, A;
PONTEVEDRA;GONDOMAR;Mañufe (San Vicente);Nande;
PONTEVEDRA;GONDOMAR;Mañufe (San Vicente);Penalba;
PONTEVEDRA;GONDOMAR;Mañufe (San Vicente);Piquetes;
PONTEVEDRA;GONDOMAR;Mañufe (San Vicente);Ponte, A;
PONTEVEDRA;GONDOMAR;Mañufe (San Vicente);Portavedra, A;
PONTEVEDRA;GONDOMAR;Mañufe (San Vicente);Pousada;
PONTEVEDRA;GONDOMAR;Mañufe (San Vicente);Rapadouro, O;
PONTEVEDRA;GONDOMAR;Mañufe (San Vicente);San Brais;
PONTEVEDRA;GONDOMAR;Mañufe (San Vicente);San Sebastián;
PONTEVEDRA;GONDOMAR;Mañufe (San Vicente);Santo André;
PONTEVEDRA;GONDOMAR;Mañufe (San Vicente);Seidóns;
PONTEVEDRA;GONDOMAR;Mañufe (San Vicente);Sequiña, A;
PONTEVEDRA;GONDOMAR;Mañufe (San Vicente);Texosa, A;
PONTEVEDRA;GONDOMAR;Mañufe (San Vicente);Verdeal, O;
PONTEVEDRA;GONDOMAR;Morgadáns (Santiago);Abelosa, A;
PONTEVEDRA;GONDOMAR;Morgadáns (Santiago);Baralla;
PONTEVEDRA;GONDOMAR;Morgadáns (Santiago);Batizosa, A;
PONTEVEDRA;GONDOMAR;Morgadáns (Santiago);Camiño Branco, O;
PONTEVEDRA;GONDOMAR;Morgadáns (Santiago);Carballás, O;
PONTEVEDRA;GONDOMAR;Morgadáns (Santiago);Carballeira, A;
PONTEVEDRA;GONDOMAR;Morgadáns (Santiago);Eidos de Abaixo, Os;
PONTEVEDRA;GONDOMAR;Morgadáns (Santiago);Entreviñas, As;
PONTEVEDRA;GONDOMAR;Morgadáns (Santiago);Ervillás;
PONTEVEDRA;GONDOMAR;Morgadáns (Santiago);Gonda;
PONTEVEDRA;GONDOMAR;Morgadáns (Santiago);Guillufe;
PONTEVEDRA;GONDOMAR;Morgadáns (Santiago);Gulfar;
PONTEVEDRA;GONDOMAR;Morgadáns (Santiago);Lago, O;
PONTEVEDRA;GONDOMAR;Morgadáns (Santiago);Murxido;
PONTEVEDRA;GONDOMAR;Morgadáns (Santiago);Padróns, Os;
PONTEVEDRA;GONDOMAR;Morgadáns (Santiago);Pedra, A;
PONTEVEDRA;GONDOMAR;Morgadáns (Santiago);Picouso, O;
PONTEVEDRA;GONDOMAR;Morgadáns (Santiago);Prado;
PONTEVEDRA;GONDOMAR;Morgadáns (Santiago);San Roque;
PONTEVEDRA;GONDOMAR;Morgadáns (Santiago);Vilas;
PONTEVEDRA;GONDOMAR;Morgadáns (Santiago);Viñó;
PONTEVEDRA;GONDOMAR;Morgadáns (Santiago);Xende;
PONTEVEDRA;GONDOMAR;Peitieiros (San Miguel);Amados, Os;
PONTEVEDRA;GONDOMAR;Peitieiros (San Miguel);Area, A;
PONTEVEDRA;GONDOMAR;Peitieiros (San Miguel);Barreiro, O;
PONTEVEDRA;GONDOMAR;Peitieiros (San Miguel);Cruceiro, O;
PONTEVEDRA;GONDOMAR;Peitieiros (San Miguel);Fonte, A;
PONTEVEDRA;GONDOMAR;Peitieiros (San Miguel);Gándara, A;
PONTEVEDRA;GONDOMAR;Peitieiros (San Miguel);Mogallo, O;
PONTEVEDRA;GONDOMAR;Peitieiros (San Miguel);Monte Real, O;
PONTEVEDRA;GONDOMAR;Peitieiros (San Miguel);Muíños Novos, Os;
PONTEVEDRA;GONDOMAR;Peitieiros (San Miguel);Peroleira, A;
PONTEVEDRA;GONDOMAR;Peitieiros (San Miguel);Pibidal, O;
PONTEVEDRA;GONDOMAR;Peitieiros (San Miguel);Piñeiro;
PONTEVEDRA;GONDOMAR;Peitieiros (San Miguel);Porto, O;
PONTEVEDRA;GONDOMAR;Peitieiros (San Miguel);Rúa, A;
PONTEVEDRA;GONDOMAR;Peitieiros (San Miguel);Xardín, O;
PONTEVEDRA;GONDOMAR;Peitieiros (San Miguel);Xastiño, O;
PONTEVEDRA;GONDOMAR;Vilaza (Santa María);Areíña, A;
PONTEVEDRA;GONDOMAR;Vilaza (Santa María);Avespeira, A;
PONTEVEDRA;GONDOMAR;Vilaza (Santa María);Barreiro, O;
PONTEVEDRA;GONDOMAR;Vilaza (Santa María);Carrasquedo de Abaixo;
PONTEVEDRA;GONDOMAR;Vilaza (Santa María);Carrasquedo de Arriba;
PONTEVEDRA;GONDOMAR;Vilaza (Santa María);Fontela;
PONTEVEDRA;GONDOMAR;Vilaza (Santa María);Igrexa, A;
PONTEVEDRA;GONDOMAR;Vilaza (Santa María);Lourido;
PONTEVEDRA;GONDOMAR;Vilaza (Santa María);Pampillón;
PONTEVEDRA;GONDOMAR;Vilaza (Santa María);Portelo, O;
PONTEVEDRA;GONDOMAR;Vilaza (Santa María);Río, O;
PONTEVEDRA;GONDOMAR;Vilaza (Santa María);Rochela, A;
PONTEVEDRA;GONDOMAR;Vilaza (Santa María);Tercias, As;
PONTEVEDRA;GONDOMAR;Vilaza (Santa María);Vendas, As;
PONTEVEDRA;GONDOMAR;Vilaza (Santa María);Vilarés;
PONTEVEDRA;GONDOMAR;Vincios (Santa Mariña);Arcos, Os;
PONTEVEDRA;GONDOMAR;Vincios (Santa Mariña);Atalaia, A;
PONTEVEDRA;GONDOMAR;Vincios (Santa Mariña);Bichicáns;
PONTEVEDRA;GONDOMAR;Vincios (Santa Mariña);Borreiros, Os;
PONTEVEDRA;GONDOMAR;Vincios (Santa Mariña);Brandufe;
PONTEVEDRA;GONDOMAR;Vincios (Santa Mariña);Caeiro, O;
PONTEVEDRA;GONDOMAR;Vincios (Santa Mariña);Casás, Os;
PONTEVEDRA;GONDOMAR;Vincios (Santa Mariña);Cernada, A;
PONTEVEDRA;GONDOMAR;Vincios (Santa Mariña);Covelo, O;
PONTEVEDRA;GONDOMAR;Vincios (Santa Mariña);Ervillás;
